date,open,high,low,close
2023-05-22 11:45:00,1971.19556,1973.73498,1971.00098,1972.98999
2023-05-22 12:00:00,1972.99353,1973.74243,1972.70996,1973.14795
2023-05-22 12:15:00,1973.14502,1976.93506,1972.79443,1976.48999
2023-05-22 12:30:00,1976.46997,1978.625,1974.92993,1975.49805
2023-05-22 12:45:00,1975.49707,1976.98511,1973.83008,1975.60693
2023-05-22 13:00:00,1975.61694,1975.82495,1972.98999,1974.60596
2023-05-22 13:15:00,1974.59155,1975.03345,1972.23498,1972.34009
2023-05-22 13:30:00,1972.3501,1976.07495,1972.14002,1974.125
2023-05-22 13:45:00,1974.11499,1975.43652,1971.38,1971.56006
2023-05-22 14:00:00,1971.56494,1978.76758,1970.28955,1972.8606
2023-05-22 14:15:00,1972.86792,1973.62012,1968.94458,1971.18201
2023-05-22 14:30:00,1971.18457,1974.61499,1970.90002,1974.56006
2023-05-22 14:45:00,1974.56799,1974.59009,1973.06299,1973.41992
2023-05-22 15:00:00,1973.40295,1974.6499,1972.276,1972.74353
2023-05-22 15:15:00,1972.74854,1972.76355,1971.20947,1971.99756
2023-05-22 15:30:00,1972.00854,1973.41992,1970.91699,1971.21143
2023-05-22 15:45:00,1971.21301,1973.24243,1971.21094,1972.51489
2023-05-22 16:00:00,1972.5249,1974.08594,1972.46558,1973.52441
2023-05-22 16:15:00,1973.5249,1975.4751,1973.25,1975.43994
2023-05-22 16:30:00,1975.43457,1975.56006,1973.67041,1974.97998
2023-05-22 16:45:00,1974.94653,1974.9541,1973.93091,1974.60693
2023-05-22 17:00:00,1974.59546,1978.42993,1974.15845,1978.0625
2023-05-22 17:15:00,1978.06055,1978.95093,1974.8999,1974.91992
2023-05-22 17:30:00,1974.91504,1975.26502,1974.09851,1974.30005
2023-05-22 17:45:00,1974.29492,1975.59302,1974.13306,1975.01001
2023-05-22 18:00:00,1975.03003,1975.86499,1974.96704,1975.755
2023-05-22 18:15:00,1975.75,1975.76001,1973.70508,1973.81494
2023-05-22 18:30:00,1973.82007,1974.01001,1972.505,1973.39197
2023-05-22 18:45:00,1973.38892,1973.38989,1972.51001,1973.07446
2023-05-22 19:00:00,1973.07495,1973.26697,1972.5249,1972.97498
2023-05-22 19:15:00,1972.95508,1973.89502,1972.15503,1972.88501
2023-05-22 19:30:00,1972.89002,1973.31494,1972.31006,1972.90991
2023-05-22 19:45:00,1972.91992,1973.04004,1971.72498,1972.16992
2023-05-22 20:00:00,1972.16504,1972.63501,1971.8501,1971.93994
2023-05-22 20:15:00,1971.94507,1972.625,1971.93994,1972.17505
2023-05-22 20:30:00,1972.15503,1972.21509,1971.70996,1971.91504
2023-05-22 20:45:00,1971.92993,1972.06494,1971.65991,1971.82495
2023-05-22 22:00:00,1971.95996,1972.26001,1971.69507,1971.96753
2023-05-22 22:15:00,1971.96252,1972.69495,1971.96252,1972.505
2023-05-22 22:30:00,1972.48498,1972.56006,1971.38501,1971.6499
2023-05-22 22:45:00,1971.63501,1971.74756,1971.0675,1971.40991
2023-05-22 23:00:00,1971.375,1971.80493,1970.88501,1970.88501
2023-05-22 23:15:00,1970.88,1970.98511,1969.7749,1970.23511
2023-05-22 23:30:00,1970.2251,1970.59009,1969.92505,1970.41504
2023-05-22 23:45:00,1970.40991,1970.40991,1969.66992,1969.875
2023-05-23 00:00:00,1969.88501,1971.26001,1969.875,1970.33496
2023-05-23 00:15:00,1970.34009,1971.86499,1970.33008,1970.62012
2023-05-23 00:30:00,1970.61011,1970.85998,1969.94995,1970.03491
2023-05-23 00:45:00,1970.00488,1970.16992,1966.88745,1967.36011
2023-05-23 01:00:00,1967.34204,1968.63501,1965.46997,1966.7749
2023-05-23 01:15:00,1966.77002,1967.245,1965.10498,1965.89502
2023-05-23 01:30:00,1965.88,1966.54004,1961.97998,1962.21509
2023-05-23 01:45:00,1962.19995,1963.04004,1960.38989,1960.43994
2023-05-23 02:00:00,1960.42505,1961.53003,1960.27002,1960.94995
2023-05-23 02:15:00,1960.96509,1962.40991,1960.68506,1962.06494
2023-05-23 02:30:00,1962.05493,1963.1499,1961.55005,1962.8999
2023-05-23 02:45:00,1962.89502,1964.37,1962.80005,1963.82007
2023-05-23 03:00:00,1963.81494,1963.90503,1960.75,1960.76489
2023-05-23 03:15:00,1960.7749,1961.59497,1960.495,1961.36499
2023-05-23 03:30:00,1961.3501,1963.375,1961.15991,1963.21509
2023-05-23 03:45:00,1963.20508,1964.19995,1962.65991,1962.79004
2023-05-23 04:00:00,1962.78491,1963.38501,1962.68506,1963.16992
2023-05-23 04:15:00,1963.16504,1963.42993,1962.54492,1962.61011
2023-05-23 04:30:00,1962.62842,1964.45508,1962.60498,1963.92505
2023-05-23 04:45:00,1963.91992,1964.19507,1963.14502,1963.38
2023-05-23 05:00:00,1963.38501,1963.755,1961.57251,1961.76489
2023-05-23 05:15:00,1961.76001,1962.92505,1961.46509,1962.05005
2023-05-23 05:30:00,1962.04492,1962.04492,1959.65991,1961.22998
2023-05-23 05:45:00,1961.21997,1962.005,1960.35498,1961.10498
2023-05-23 06:00:00,1961.1001,1963.63501,1959.59497,1963.5249
2023-05-23 06:15:00,1963.53003,1964.65991,1962.11499,1962.96997
2023-05-23 06:30:00,1962.97852,1963.29492,1961.51489,1961.97998
2023-05-23 06:45:00,1961.95508,1963.7251,1961.88,1962.44946
2023-05-23 07:00:00,1962.42847,1962.48999,1957.8999,1958.45252
2023-05-23 07:15:00,1958.44751,1959.38,1955.495,1956.37109
2023-05-23 07:30:00,1956.34998,1958.63501,1956.13,1957.22998
2023-05-23 07:45:00,1957.23511,1958.51904,1956.89002,1957.31006
2023-05-23 08:00:00,1957.29248,1957.30005,1954.30493,1956.46509
2023-05-23 08:15:00,1956.48999,1960.604,1956.25244,1960.44507
2023-05-23 08:30:00,1960.41846,1960.76001,1958.72253,1959.46509
2023-05-23 08:45:00,1959.45508,1960.01489,1958.88989,1959.94507
2023-05-23 09:00:00,1959.93506,1961.3374,1959.62988,1959.73511
2023-05-23 09:15:00,1959.71509,1960.40991,1959.06494,1959.20996
2023-05-23 09:30:00,1959.20508,1960.23511,1958.77002,1959.0
2023-05-23 09:45:00,1959.005,1959.22998,1956.94995,1957.1001
2023-05-23 10:00:00,1957.09009,1957.1499,1954.57007,1955.23999
2023-05-23 10:15:00,1955.23511,1956.91992,1954.98999,1956.86011
2023-05-23 10:30:00,1956.87012,1957.11011,1954.96509,1956.1499
2023-05-23 10:45:00,1956.14502,1959.04004,1956.05493,1958.37
2023-05-23 11:00:00,1958.40503,1958.755,1957.29004,1957.56006
2023-05-23 11:15:00,1957.55493,1959.71509,1957.31006,1958.34998
2023-05-23 11:30:00,1958.35998,1960.18994,1958.35998,1959.27002
2023-05-23 11:45:00,1959.27808,1959.80005,1958.43945,1958.98254
2023-05-23 12:00:00,1958.97754,1961.62,1958.39002,1960.62598
2023-05-23 12:15:00,1960.62952,1962.73657,1959.2439,1961.34802
2023-05-23 12:30:00,1961.35156,1961.69995,1957.80005,1959.41504
2023-05-23 12:45:00,1959.41553,1959.71509,1958.3335,1958.87451
2023-05-23 13:00:00,1958.88196,1963.11499,1958.88196,1962.90991
2023-05-23 13:15:00,1962.91504,1968.53003,1962.91504,1967.76502
2023-05-23 13:30:00,1967.76453,1970.45996,1966.6001,1970.02002
2023-05-23 13:45:00,1970.0249,1973.36255,1964.96509,1969.77002
2023-05-23 14:00:00,1969.76001,1973.36011,1968.31494,1972.32202
2023-05-23 14:15:00,1972.31396,1973.63,1968.80298,1968.92944
2023-05-23 14:30:00,1968.94092,1970.41504,1966.8999,1967.60547
2023-05-23 14:45:00,1967.60998,1969.0835,1966.57849,1968.82007
2023-05-23 15:00:00,1968.83008,1969.03394,1966.53247,1967.27502
2023-05-23 15:15:00,1967.28491,1967.41504,1964.95508,1965.8501
2023-05-23 15:30:00,1965.84497,1967.11902,1964.37146,1967.0675
2023-05-23 15:45:00,1967.06104,1968.02405,1966.76489,1967.41199
2023-05-23 16:00:00,1967.40051,1968.90295,1966.34009,1968.40894
2023-05-23 16:15:00,1968.40991,1970.52148,1968.40503,1970.03003
2023-05-23 16:30:00,1970.04004,1974.40991,1970.03003,1973.78003
2023-05-23 16:45:00,1973.78601,1974.71704,1972.97498,1973.15295
2023-05-23 17:00:00,1973.16846,1974.03003,1971.88989,1972.1001
2023-05-23 17:15:00,1972.11499,1973.43994,1971.53955,1972.60998
2023-05-23 17:30:00,1972.62,1975.17993,1972.51001,1974.18896
2023-05-23 17:45:00,1974.18994,1975.08496,1973.90552,1975.0
2023-05-23 18:00:00,1974.98999,1976.13257,1974.01392,1975.62
2023-05-23 18:15:00,1975.625,1977.71997,1974.82007,1975.78003
2023-05-23 18:30:00,1975.77856,1977.57495,1975.48999,1976.65295
2023-05-23 18:45:00,1976.65503,1977.31494,1975.82007,1976.28394
2023-05-23 19:00:00,1976.27698,1976.54004,1974.80493,1974.84497
2023-05-23 19:15:00,1974.84961,1976.15991,1974.63306,1975.07007
2023-05-23 19:30:00,1975.07593,1975.36499,1974.46509,1975.005
2023-05-23 19:45:00,1975.01502,1975.80493,1974.58496,1974.88501
2023-05-23 20:00:00,1974.90747,1975.29492,1974.30493,1974.61011
2023-05-23 20:15:00,1974.62,1975.09497,1974.44507,1975.0
2023-05-23 20:30:00,1974.98999,1975.09009,1974.3999,1974.69995
2023-05-23 20:45:00,1974.70996,1975.375,1974.53748,1975.05493
2023-05-23 22:00:00,1974.78003,1976.58752,1974.75,1976.2251
2023-05-23 22:15:00,1976.22998,1976.33496,1975.81006,1976.01001
2023-05-23 22:30:00,1976.03003,1976.04492,1975.43506,1976.0
2023-05-23 22:45:00,1975.94507,1977.18506,1975.94507,1976.995
2023-05-23 23:00:00,1976.995,1977.38,1976.48498,1976.59009
2023-05-23 23:15:00,1976.60498,1976.75,1975.69507,1975.84497
2023-05-23 23:30:00,1975.83496,1975.83496,1975.23511,1975.5575
2023-05-23 23:45:00,1975.52002,1975.745,1974.75488,1975.09998
2023-05-24 00:00:00,1975.125,1975.9751,1974.88,1975.59497
2023-05-24 00:15:00,1975.57007,1976.93994,1975.57007,1976.48511
2023-05-24 00:30:00,1976.48999,1977.09497,1975.63501,1975.82202
2023-05-24 00:45:00,1975.82446,1976.17407,1974.67749,1975.13501
2023-05-24 01:00:00,1975.14002,1976.13989,1973.84497,1974.87012
2023-05-24 01:15:00,1974.86011,1975.5835,1973.17505,1974.03003
2023-05-24 01:30:00,1974.04492,1974.84009,1973.12256,1973.6499
2023-05-24 01:45:00,1973.65991,1974.92993,1973.61499,1973.89502
2023-05-24 02:00:00,1973.89002,1974.42505,1972.87988,1974.08496
2023-05-24 02:15:00,1974.08447,1974.67505,1973.62,1974.60498
2023-05-24 02:30:00,1974.61011,1975.07495,1973.43506,1974.28491
2023-05-24 02:45:00,1974.27002,1974.38501,1973.31006,1973.349
2023-05-24 03:00:00,1973.34497,1975.63,1972.80005,1975.63
2023-05-24 03:15:00,1975.62012,1976.03491,1974.31006,1974.55493
2023-05-24 03:30:00,1974.54492,1975.39002,1974.40991,1975.19507
2023-05-24 03:45:00,1975.18506,1976.59802,1974.99756,1976.56348
2023-05-24 04:00:00,1976.56299,1976.83008,1976.25488,1976.82007
2023-05-24 04:15:00,1976.81494,1978.69507,1976.80493,1978.56006
2023-05-24 04:30:00,1978.57007,1978.77002,1977.54004,1978.06494
2023-05-24 04:45:00,1978.05493,1978.15991,1977.60498,1977.66504
2023-05-24 05:00:00,1977.7251,1978.78003,1977.58008,1978.71997
2023-05-24 05:15:00,1978.7251,1978.86499,1977.0249,1977.25098
2023-05-24 05:30:00,1977.25488,1979.40991,1977.23193,1978.42993
2023-05-24 05:45:00,1978.43506,1980.64502,1977.61011,1979.56006
2023-05-24 06:00:00,1979.55005,1979.91504,1975.70703,1976.99512
2023-05-24 06:15:00,1977.02295,1977.37305,1975.8999,1976.19995
2023-05-24 06:30:00,1976.21509,1976.21509,1971.38989,1973.10205
2023-05-24 06:45:00,1973.08008,1973.47998,1971.17505,1971.94507
2023-05-24 07:00:00,1971.91003,1973.51245,1970.76001,1971.91992
2023-05-24 07:15:00,1971.8999,1973.40503,1970.90503,1972.91504
2023-05-24 07:30:00,1972.90991,1976.46997,1972.06494,1976.19995
2023-05-24 07:45:00,1976.2019,1976.28247,1973.67602,1974.06348
2023-05-24 08:00:00,1974.06848,1976.21509,1973.60498,1974.92505
2023-05-24 08:15:00,1974.92151,1975.18506,1973.625,1974.40503
2023-05-24 08:30:00,1974.37,1974.8501,1973.71509,1974.75
2023-05-24 08:45:00,1974.73999,1977.75757,1974.19995,1976.36499
2023-05-24 09:00:00,1976.38501,1977.19751,1974.33008,1975.0249
2023-05-24 09:15:00,1975.03003,1976.34009,1973.98755,1975.62988
2023-05-24 09:30:00,1975.625,1977.19507,1975.5,1975.7251
2023-05-24 09:45:00,1975.70996,1976.745,1975.41504,1976.16504
2023-05-24 10:00:00,1976.13989,1976.33057,1974.19995,1975.42407
2023-05-24 10:15:00,1975.42602,1975.97998,1974.5,1975.87988
2023-05-24 10:30:00,1975.88501,1976.68994,1974.46497,1976.3999
2023-05-24 10:45:00,1976.40503,1977.33496,1975.34741,1976.73511
2023-05-24 11:00:00,1976.73901,1978.71997,1976.27002,1977.36499
2023-05-24 11:15:00,1977.3645,1978.91846,1976.55798,1978.91846
2023-05-24 11:30:00,1978.92041,1981.98498,1978.45508,1980.6875
2023-05-24 11:45:00,1980.68896,1982.06494,1980.5885,1981.94507
2023-05-24 12:00:00,1981.93994,1982.11499,1981.46252,1981.94946
2023-05-24 12:15:00,1981.95544,1985.23804,1981.37048,1983.11011
2023-05-24 12:30:00,1983.10498,1984.82398,1980.5,1982.23657
2023-05-24 12:45:00,1982.23755,1982.75,1978.52747,1979.97449
2023-05-24 13:00:00,1979.96704,1980.91748,1975.27246,1977.49194
2023-05-24 13:15:00,1977.47705,1978.28198,1974.67993,1975.67651
2023-05-24 13:30:00,1975.71509,1975.79346,1971.521,1973.32996
2023-05-24 13:45:00,1973.31006,1975.17993,1972.19751,1972.64002
2023-05-24 14:00:00,1972.62646,1972.92505,1967.02002,1970.02002
2023-05-24 14:15:00,1970.02246,1971.13208,1966.67505,1968.60889
2023-05-24 14:30:00,1968.604,1972.21094,1968.07495,1970.93604
2023-05-24 14:45:00,1970.93555,1971.40149,1968.41602,1969.55151
2023-05-24 15:00:00,1969.48755,1970.37256,1967.92505,1969.11499
2023-05-24 15:15:00,1969.10644,1970.62842,1968.61352,1969.93042
2023-05-24 15:30:00,1969.94397,1969.94397,1967.25659,1969.02393
2023-05-24 15:45:00,1969.01599,1969.74146,1960.57495,1963.1311
2023-05-24 16:00:00,1963.12903,1963.38648,1958.58008,1959.87
2023-05-24 16:15:00,1959.86011,1960.42749,1957.06348,1957.75952
2023-05-24 16:30:00,1957.76502,1960.36499,1956.77649,1960.03052
2023-05-24 16:45:00,1960.0271,1960.43604,1958.995,1959.15454
2023-05-24 17:00:00,1959.146,1961.75049,1958.45203,1961.18042
2023-05-24 17:15:00,1961.18152,1964.43152,1961.15503,1963.14307
2023-05-24 17:30:00,1963.13049,1963.95996,1962.81543,1963.08496
2023-05-24 17:45:00,1963.07495,1963.9751,1962.71997,1962.72998
2023-05-24 18:00:00,1962.73511,1964.97998,1961.41992,1964.30005
2023-05-24 18:15:00,1964.31494,1965.31006,1962.51489,1963.47998
2023-05-24 18:30:00,1963.48511,1965.0249,1962.71509,1964.59009
2023-05-24 18:45:00,1964.64502,1964.64502,1959.58496,1959.8999
2023-05-24 19:00:00,1959.92505,1960.33008,1959.19995,1959.33496
2023-05-24 19:15:00,1959.32495,1960.26502,1958.125,1959.63989
2023-05-24 19:30:00,1959.63501,1961.26001,1958.76489,1960.42993
2023-05-24 19:45:00,1960.43506,1961.01489,1958.89002,1959.07495
2023-05-24 20:00:00,1959.06494,1960.15991,1958.76001,1959.62
2023-05-24 20:15:00,1959.64502,1959.92993,1958.4425,1958.63
2023-05-24 20:30:00,1958.65002,1958.92505,1957.62,1957.95996
2023-05-24 20:45:00,1957.95508,1958.52502,1957.18506,1957.33496
2023-05-24 22:00:00,1958.03503,1959.04492,1958.03503,1959.04492
2023-05-24 22:15:00,1959.0249,1959.04492,1958.03491,1958.13
2023-05-24 22:30:00,1958.125,1961.5,1957.45508,1959.1001
2023-05-24 22:45:00,1959.05005,1961.92993,1958.97998,1961.10498
2023-05-24 23:00:00,1961.1001,1961.1001,1959.83008,1960.09009
2023-05-24 23:15:00,1960.09497,1960.10498,1959.04504,1959.45996
2023-05-24 23:30:00,1959.46997,1959.66504,1958.125,1959.48511
2023-05-24 23:45:00,1959.49512,1960.21509,1959.4751,1959.84009
