date,open,high,low,close
2023-05-31 22:16:53+00:00,1964.0825,1965.0825,1963.0825,1964.0825
2023-05-31 22:16:54+00:00,1964.0825,1965.0825,1963.0825,1964.0825
2023-05-31 22:16:55+00:00,1964.0825,1965.0825,1963.0825,1964.0825
2023-05-31 22:16:56+00:00,1964.0825,1965.0825,1963.0825,1964.0825
2023-05-31 22:16:56+00:00,1964.0825,1965.0825,1963.0825,1964.0825
2023-05-31 22:16:57+00:00,1964.0825,1965.0825,1963.0825,1964.0825
2023-05-31 22:16:58+00:00,1964.0825,1965.0825,1963.0825,1964.0825
2023-05-31 22:16:59+00:00,1964.0775,1965.0775,1963.0775,1964.0775
2023-05-31 22:16:59+00:00,1964.0225,1965.0225,1963.0225,1964.0225
2023-05-31 22:17:00+00:00,1964.0225,1965.0225,1963.0225,1964.0225
2023-05-31 22:17:01+00:00,1964.035,1965.035,1963.035,1964.035
2023-05-31 22:17:02+00:00,1964.035,1965.035,1963.035,1964.035
2023-05-31 22:17:03+00:00,1964.035,1965.035,1963.035,1964.035
2023-05-31 22:17:03+00:00,1964.035,1965.035,1963.035,1964.035
2023-05-31 22:17:04+00:00,1964.035,1965.035,1963.035,1964.035
2023-05-31 22:17:05+00:00,1964.035,1965.035,1963.035,1964.035
2023-05-31 22:17:06+00:00,1964.035,1965.035,1963.035,1964.035
2023-05-31 22:17:06+00:00,1964.035,1965.035,1963.035,1964.035
2023-05-31 22:17:07+00:00,1964.035,1965.035,1963.035,1964.035
2023-05-31 22:17:08+00:00,1964.035,1965.035,1963.035,1964.035
2023-05-31 22:17:09+00:00,1964.035,1965.035,1963.035,1964.035
2023-05-31 22:17:10+00:00,1964.035,1965.035,1963.035,1964.035
2023-05-31 22:17:10+00:00,1964.035,1965.035,1963.035,1964.035
2023-05-31 22:17:11+00:00,1964.035,1965.035,1963.035,1964.035
2023-05-31 22:17:12+00:00,1964.035,1965.035,1963.035,1964.035
2023-05-31 22:17:13+00:00,1964.0225,1965.0225,1963.0225,1964.0225
2023-05-31 22:17:13+00:00,1964.02,1965.02,1963.02,1964.02
2023-05-31 22:17:14+00:00,1964.02,1965.02,1963.02,1964.02
2023-05-31 22:17:15+00:00,1963.9775,1964.9775,1962.9775,1963.9775
2023-05-31 22:17:16+00:00,1963.9775,1964.9775,1962.9775,1963.9775
2023-05-31 22:17:17+00:00,1963.9775,1964.9775,1962.9775,1963.9775
2023-05-31 22:17:17+00:00,1963.9976,1964.9976,1962.9976,1963.9976
2023-05-31 22:17:18+00:00,1964.0024,1965.0024,1963.0024,1964.0024
2023-05-31 22:17:19+00:00,1964.0024,1965.0024,1963.0024,1964.0024
2023-05-31 22:17:20+00:00,1964.025,1965.025,1963.025,1964.025
2023-05-31 22:17:20+00:00,1964.035,1965.035,1963.035,1964.035
2023-05-31 22:17:21+00:00,1964.035,1965.035,1963.035,1964.035
2023-05-31 22:17:22+00:00,1963.9026,1964.9026,1962.9026,1963.9026
2023-05-31 22:17:23+00:00,1963.8975,1964.8975,1962.8975,1963.8975
2023-05-31 22:17:24+00:00,1963.8975,1964.8975,1962.8975,1963.8975
2023-05-31 22:17:24+00:00,1963.8975,1964.8975,1962.8975,1963.8975
2023-05-31 22:17:25+00:00,1963.8975,1964.8975,1962.8975,1963.8975
2023-05-31 22:17:26+00:00,1963.8975,1964.8975,1962.8975,1963.8975
2023-05-31 22:17:27+00:00,1963.8975,1964.8975,1962.8975,1963.8975
2023-05-31 22:17:28+00:00,1963.8975,1964.8975,1962.8975,1963.8975
2023-05-31 22:17:28+00:00,1963.8975,1964.8975,1962.8975,1963.8975
2023-05-31 22:17:29+00:00,1963.8975,1964.8975,1962.8975,1963.8975
2023-05-31 22:17:30+00:00,1963.8926,1964.8926,1962.8926,1963.8926
2023-05-31 22:17:31+00:00,1963.94,1964.94,1962.94,1963.94
2023-05-31 22:17:31+00:00,1963.915,1964.915,1962.915,1963.915
2023-05-31 22:17:32+00:00,1963.915,1964.915,1962.915,1963.915
2023-05-31 22:17:33+00:00,1963.935,1964.935,1962.935,1963.935
2023-05-31 22:17:34+00:00,1963.935,1964.935,1962.935,1963.935
2023-05-31 22:17:35+00:00,1963.935,1964.935,1962.935,1963.935
2023-05-31 22:17:35+00:00,1963.935,1964.935,1962.935,1963.935
2023-05-31 22:17:36+00:00,1963.925,1964.925,1962.925,1963.925
2023-05-31 22:17:37+00:00,1963.925,1964.925,1962.925,1963.925
2023-05-31 22:17:38+00:00,1963.925,1964.925,1962.925,1963.925
2023-05-31 22:17:39+00:00,1963.925,1964.925,1962.925,1963.925
2023-05-31 22:17:39+00:00,1963.925,1964.925,1962.925,1963.925
2023-05-31 22:17:40+00:00,1963.8826,1964.8826,1962.8826,1963.8826
2023-05-31 22:17:41+00:00,1963.9475,1964.9475,1962.9475,1963.9475
2023-05-31 22:17:42+00:00,1963.8726,1964.8726,1962.8726,1963.8726
2023-05-31 22:17:42+00:00,1963.8726,1964.8726,1962.8726,1963.8726
2023-05-31 22:17:43+00:00,1963.8726,1964.8726,1962.8726,1963.8726
2023-05-31 22:17:44+00:00,1963.8726,1964.8726,1962.8726,1963.8726
2023-05-31 22:17:45+00:00,1963.8726,1964.8726,1962.8726,1963.8726
2023-05-31 22:17:45+00:00,1963.8726,1964.8726,1962.8726,1963.8726
2023-05-31 22:17:46+00:00,1963.8726,1964.8726,1962.8726,1963.8726
2023-05-31 22:17:47+00:00,1963.8726,1964.8726,1962.8726,1963.8726
2023-05-31 22:17:48+00:00,1963.9875,1964.9875,1962.9875,1963.9875
